id;area;nomor;alamat;koordinat
1443;61.71.03.1004;72;Komp.UKA Jalur II;-0.004197, 109.298062
1444;61.71.03.1004;73;Komp. Uka Jalur I;-0.004079, 109.298433
1445;61.71.03.1004;74;Gg.Rahayu;-0.005308, 109.298688
1446;61.71.03.1004;75;Gg. Alpokat Indah 7;-0.005009, 109.298847
1447;61.71.03.1004;76;Gg. Alpokat Indah I;-0.005119, 109.298606
1448;61.71.03.1004;77;Gg. Alpokat Indah 7;-0.004678, 109.298859
1449;61.71.03.1004;78;Gg. Alpokat I B;-0.006511, 109.297787
1450;61.71.03.1004;79;Gg. Alpokat Indah Jlr. V;-0.004931, 109.299895
1451;61.71.03.1004;80;Gg. Alpokat Indah Jlr. 4;-0.005400, 109.298846
1452;61.71.03.1004;81;Gg. Alpokat Indah Jlr. III;-0.005481, 109.298589
1453;61.71.03.1004;82;Gg. Alpokat Indah Jlr. III;-0.005805, 109.297196
1454;61.71.03.1004;83;Gg. Alpokat Indah III;-0.005304, 109.298672
1455;61.71.03.1004;84;Gg. Alpokat Indah;-0.005121, 109.298707
1456;61.71.03.1004;85;Gg. Alpokat Indah Jlr. V;-0.005094, 109.299141
1457;61.71.03.1004;86;Gg Alpokat Indah;-0.006564, 109.298556
1458;61.71.03.1004;87;Gg. Alpokat Indah/ Gg. Alpokat Indah 4;-0.005027, 109.300353
1459;61.71.03.1004;88;Gg. Alpokat Indah Jalur;-0.006521, 109.298642
1460;61.71.03.1004;89;Komp Alpokat Lestari Permai;-0.002986, 109.300235
1461;61.71.03.1004;90;Gg. Alpokat Indah 6;-0.002463, 109.299313
1462;61.71.03.1004;91;Jalan Ya'M Sabran;-0.006605, 109.303601
1463;61.71.03.1004;92;Komp. Jeruju Permai Blok F / Jeruju permai;-0.006569, 109.300724
1464;61.71.03.1004;93;Jeruju permai;-0.007835, 109.300789
1465;61.71.03.1004;94;Komp BTN Blok J Jeruju Permai;-0.007650, 109.299011
1466;61.71.03.1004;95;Gg. Goa 7;-0.008635, 109.299220
1467;61.71.03.1004;96;Gg. Goa IX;-0.008136, 109.299247
1468;61.71.03.1004;97;Gg. Matan XIII;-0.010660, 109.299464
1469;61.71.03.1004;98;Gg. Matan VI;-0.010174, 109.300629
1470;61.71.03.1004;99;Gg. Kubu VI;-0.010327, 109.301251
1471;61.71.03.1004;100;Jl. M Nawawi Hasan III;-0.010532, 109.299992
1472;61.71.03.1004;101;Gg. Kubu;-0.008863, 109.300770
1473;61.71.03.1004;102;Gg. Matan III;-0.009618, 109.301005
1474;61.71.03.1004;103;Gg. Matan IV;-0.009857, 109.301030
1475;61.71.03.1004;104;Gg. Matan V;-0.010075, 109.301138
1476;61.71.03.1004;105;Gg. Matan 13;-0.009526, 109.299011
1477;61.71.03.1004;106;Komp. Karet Alam Indah;-0.009013, 109.296449
1478;61.71.03.1004;107;Komp. Sejahtra II;-0.009488, 109.296422
1479;61.71.03.1004;108;Komp. Patra Permai;-0.010165, 109.295840
1480;61.71.03.1004;109;Gg. Eka Sapta;-0.010927, 109.295417
1481;61.71.03.1004;110;Komp. Surya Kencana III;-0.010857, 109.294380
1482;61.71.03.1004;111;Gg. Melati Indah;-0.007236, 109.292093
1483;61.71.03.1004;112;Gg. Sapta Marga;-0.009593, 109.290963
1484;61.71.03.1004;113;Gg. Catur Warga Dalam;-0.009767, 109.293470
1485;61.71.03.1004;114;Gg. Sapta Pesona;-0.007075, 109.291452
1486;61.71.03.1004;115;Gg. Dewi Sartika;-0.006202, 109.295855
1487;61.71.03.1004;116;Gg. Tri Dharma;-0.006781, 109.292215
1488;61.71.03.1004;117;Gg. Tri Dharma/ Gg. Tri dharma laut;-0.001105, 109.292548
1489;61.71.03.1004;118;Gg. Sadpraja;-0.004724, 109.291966
1490;61.71.03.1004;119;Gg. Sadpraja/Gg. Kemuning;-0.004774, 109.291537
1491;61.71.03.1004;120;Gg. Kemuning;-0.006716, 109.291483
1492;61.71.03.1004;121;Gg. Sad Praja Jalur 5;-0.006620, 109.291679
1493;61.71.03.1004;122;Gg. Tritura;-0.006198, 109.293950
1494;61.71.03.1004;123;Gg. Tridharma Laut;-0.002773, 109.292473
1495;61.71.03.1004;124;Gg. Sadpraja Jlr. 6 / Gg. Sadpraja jlr. 5 laut;-0.001679, 109.292044
1496;61.71.03.1004;125;Gg. Sadpraja Jlr. 6;-0.003439, 109.291936
1497;61.71.03.1004;126;Gg Fajar Karya 1;-0.004739, 109.290483
1498;61.71.03.1004;127;Gg. Formula;-0.004445, 109.289833
1499;61.71.03.1004;128;Gg. Formula;-0.001527, 109.289876
1500;61.71.03.1004;129;Gg. Sederhana;-0.005800, 109.289194
1501;61.71.03.1004;130;Gg. Sederhana;-0.002270, 109.289247
1502;61.71.03.1004;131;Gg. Lembayu;-0.004416, 109.289485
1503;61.71.03.1004;132;Gg. Fajar Harapan;-0.005798, 109.290869
1504;61.71.03.1004;133;Gg. Rahmad;-0.003541, 109.291048
1505;61.71.03.1004;134;Gg. Fajar Karya;-0.005608, 109.290440
1506;61.71.03.1004;135;Jl Pelabuhan Rakyat;-0.005702, 109.288456
1507;61.71.03.1004;136;Jl Pelabuhan Rakyat;-0.001679, 109.288982
1508;61.71.03.1004;137;Gg Putri Arung;-0.004220, 109.287914
1509;61.71.03.1004;138;Jl. Karya Tani I;-0.002450, 109.288473
1510;61.71.03.1004;139;Jl. Karya Tani I;-0.002718, 109.288934
1511;61.71.03.1004;140;Gg. Fiska Krida;-0.002423, 109.287607
1512;61.71.03.1004;141;Gg Ilham No 9;-0.002691, 109.287220
1513;61.71.03.1004;142;Gg. Karya Tani I Jalur I;-0.002399, 109.288165
1514;61.71.03.1004;143;Gg. Dasasila Laut;0.000546, 109.287083
1515;61.71.03.1004;144;Komp. Surya Kencana;-0.015273, 109.301474
1516;61.71.03.1004;145;Komp. Surya Kencana;-0.014736, 109.299972
1517;61.71.03.1004;146;Komp. Surya Kencana I. Blok F;-0.014511, 109.300959
1518;61.71.03.1004;147;Komp. Surya Kencana I H.;-0.014618, 109.298963
1519;61.71.03.1004;148;Gg. Almustaqim I;-0.013034, 109.297534
1520;61.71.03.1004;149;Nipah Kuning Dalam;-0.013687, 109.296860
1521;61.71.03.1004;150;Nipah Kuning Dalam;-0.016210, 109.291226
1522;61.71.03.1004;151;Jl. Karet Komp Nuansa Alam;-0.012408, 109.296648
1523;61.71.03.1004;152;Gg. Standar;-0.011599, 109.303666
1524;61.71.03.1004;153;Gg. Kurnia II/Gg. Kurnia I;-0.012232, 109.304482
1525;61.71.03.1004;154;Gg.Sanubari II;-0.013668, 109.304797
1526;61.71.03.1004;155;Gg. Melati II;-0.011516, 109.304340
1527;61.71.03.1004;156;Gg. Kurnia I;-0.012303, 109.304223
1528;61.71.03.1004;157;Gg. Sanubari I;-0.013261, 109.303710
1529;61.71.03.1004;158;Gg. Sanubari III;-0.013674, 109.304574
1530;61.71.03.1004;159;Gg. Mekar Kurnia;-0.012641, 109.303466
1531;61.71.03.1004;160;Gg. Melati 2;-0.011751, 109.305043
1532;61.71.03.1004;161;Gg. Karet Indah;-0.012964, 109.299830
1533;61.71.03.1004;162;Gg. Matan X;-0.011092, 109.298482
1534;61.71.03.1004;163;Gg. Karet Mandiri;-0.013728, 109.298745
1535;61.71.03.1004;164;Gg. Karet Lestari;-0.011103, 109.300775
1536;61.71.03.1004;165;Gg. Karyatani Jalur 2;-0.001703, 109.290607
1537;61.71.03.1004;166;Gg. Karyatani Jalur 2;-0.002810, 109.290458
1538;61.71.03.1004;167;Gg Karya Tani II;-0.003236, 109.290772
1539;61.71.03.1004;168;Jl. Pelabuhan Rakyat;-0.004329, 109.288627
1540;61.71.03.1004;169;Gg. Karyatani II Jlr. IV;-0.001324, 109.290945
1541;61.71.03.1004;170;Jl. Pelabuhan Rakyat;-0.002103, 109.288920
1542;61.71.03.1004;171;Jl.Tebu Gg. Teguh Karya;-0.014911, 109.307152
1543;61.71.03.1004;172;Gg. Rahmad;-0.006502, 109.291177
1544;61.71.03.1004;173;Jl. Tebu Gg. Lestari;-0.014279, 109.308589
1545;61.71.03.1004;174;Jl. Tebu Gg.Anugrah;-0.013589, 109.308857
1546;61.71.03.1004;175;Gg. Anugrah I;-0.012781, 109.305608
1547;61.71.03.1004;176;Komp. Sejahtra Asri;-0.009085, 109.304362
1548;61.71.03.1004;177;Komp. Sejahtra Asri F;-0.009162, 109.301425
1549;61.71.03.1004;178;Pasar Nipah Kuning/Komp Warga Sejahtera C;-0.008986, 109.293045
1550;61.71.03.1004;179;Pasar Nipah Kuning;-0.006599, 109.287731
1551;61.71.03.1004;180;Gg Sapta Marga BJ;-0.008503, 109.290622
1552;61.71.03.1004;181;Komp Warga Sejahtera B C;-0.008578, 109.293063
1553;61.71.03.1004;182;Gg Hidayah;-0.009970, 109.287883
1554;61.71.03.1004;183;Gg. Sapta Marga V;-0.010249, 109.287512
1555;61.71.03.1004;184;Gg. Sapta Marga;-0.010786, 109.288324
1556;61.71.03.1004;185;Jl. Pembg Komp.Dalisa Permai B;-0.009142, 109.287351
1557;61.71.03.1004;186;Jl. Pembg Komp.Dalisa Permai B;-0.009222, 109.288549
1558;61.71.03.1004;187;Gg. Matan XI / Komp. Lavista Blok A;-0.009379, 109.297830
1559;61.71.03.1004;188;Jl. Karet Gg. Karet Karya;-0.008701, 109.297768
1560;61.71.03.1004;189;Komp Surya Kencana V Blok B;-0.014887, 109.301853
1561;61.71.03.1004;190;Jl. Karet Gang Pemancingan / Gang Pemancingan Dalam;-0.015695, 109.298954
1562;61.71.03.1004;191;Komp Karet Surya Kencana V Blok E;-0.015073, 109.299049
1563;61.71.03.1004;192;Komp. Intan Permata;-0.016680, 109.300202
1564;61.71.03.1004;193;Komp. Didis Permai/Komp. Karet Indah Blok B;-0.018836, 109.301349
1565;61.71.03.1004;194;Komp. Karet Indah Blok B/ Gg. Karet Cemerlang;-0.018788, 109.299999
1566;61.71.03.1004;195;Jl. Karet Komp. Karet Indah II/Komp. KPK;-0.013079, 109.298261
1567;61.71.05.1001;1;JL. PANGERAN NATAKUSUMA GG. MELATI NO 18 A;-0.0412064,109.3166839
1568;61.71.05.1001;2;JL. P NATAKUSUMA GG. KARANGANYAR NO 16;-0.041132,109.315083
1569;61.71.05.1001;3;JL. P NATAKUSUMA GG. KARANGANYAR NO 18;-0.041431,109.315442
1570;61.71.05.1001;4;JL. P NATAKUSUMA GG. KARANGANYAR NO 20 A;-0.041799,109.315635
1571;61.71.05.1001;5;JL P NATAKUSUMA GG RAJAWALI NO 8;-0.040144,109.31621
1572;61.71.05.1001;6;JL. P NATAKUSUMA, SMP N 9 PTK;-0.039675,109.31432
1573;61.71.05.1001;7;DR. WAHIDIN DEPAN RUKO;-0.040021,109.31226
1574;61.71.05.1001;8;JL. P NATAKUSUMA, SMP N 9 PTK;-0.0370537,109.312180
1575;61.71.05.1001;9;JL. ALIANYANG GG. RAHAYU ( SD 12);-0.0347038,109.3193
1576;61.71.05.1001;10;JL. ALIANYANG GG. KENCANA ( SD 12);-0.0347038,109.3193
1577;61.71.05.1001;11;JL. P. NATAKUSUMA GG. JAMBI;-0.0373704,109.31433
1578;61.71.05.1001;12;JL. P NATAKUSUMA GG. JAMBI 2;-0.0365691,109.31417
1579;61.71.05.1001;13;JL P NATAKUSUMA GG. DELIMA NO 10;-0.0411832,109.31792
1580;61.71.05.1001;14;JL. P NATAKUSUMA GG. JAMBI 3;-0.0384132,109.3135515
1581;61.71.05.1001;15;JL. P NATAKUSUMA GG. LANGGAR HAJI ALI;-0.0367864,109.31638
1582;61.71.05.1001;16;JL. P NATAKUSUMA GG. BAMBU NO 8;-0.0362792,109.3168694
1583;61.71.05.1001;17;JL. PANGERAN NATAKUSUMA GG. SELAMAT BERSAMA;-0.0353859,109.3165067
1584;61.71.05.1001;18;JL. HM SUWIGNYO NO 29;-0.0334832,109.3160054
1585;61.71.05.1001;19;JL. SUWIGNYO ( TEPI JL);-0.028141138,109.3157289
1586;61.71.05.1001;20;JL. URAY BAWADI NO 72, DI TERAS KOPERASI MITRA;-0.0399819,109.3217039
1587;61.71.05.1001;21;JL. URAY BAWADI GG. PODORUKUN DALAM 1 NO 52 B;-0.0387796,109.3200878
1588;61.71.05.1001;22;JL. URAY BAWADI GG. SENTOSA NO 11;-0.0383115,109.3228
1589;61.71.05.1001;23;JL. URAY BAWADI GG. SENTOSA NO 47;-0.0383094,109.3238393
1590;61.71.05.1001;24;JL. URAY BAWADI KOMP RUKUN JAVA SQUARE;-0.0412162,109.3225998
1591;61.71.05.1001;25;JL. URAY BAWADI GG. SENTOSA DALAM;-0.0397588,109.3228404
1592;61.71.05.1001;26;JL. URAY BAWADI GG SUDISTRISNO ( DEKAT TOWER);-0.0408407,109.3195385
1593;61.71.05.1001;27;GG. SUDISTRISNO NO 59;-0.0434821,109.3171663
1594;61.71.05.1001;28;JL. RAWASARI JALUR 1;-0.0443611,109.3203779
1595;61.71.05.1001;29;JL. URAY BAWADI GG MARDI RAHAYU;-0.0421953,109.3222045
1596;61.71.05.1001;30;JL. RAWASARI JALUR 1;-0.0448914,109.3198574
1597;61.71.05.1001;31;JL. ST. SYAHRIR GG. RAWASARI 3;-0.0432864,109.3190813
1598;61.71.05.1001;32;JL. ST. SYAHRIR GG RAWASARI 3 JALUR 2;-0.0429994,109.319461
1599;61.71.05.1001;33;JL. ALIANYANG GG. BALAI DESA;-0.0337724,109.3220449
1600;61.71.05.1001;34;JL. PUTRI CANDRAMIDI GG EKA JAYA;-0.0353809,109.321875
1601;61.71.05.1001;35;JL. PUTRI CANDRAMIDI NO 42;-0.0345748,109.324165
1602;61.71.05.1001;36;JL. PUTRI CANDRAMIDI;-0.03568404,109.32494358
1603;61.71.05.1001;37;JL. PUTRI CANDRAMIDI GG. TRIJAYA;-0.0362428,109.323239
1604;61.71.05.1001;38;JL. PUTRI CANDRAMIDI GG. SANJAYA;-0.03786855,109.322798
1605;61.71.05.1001;39;JL. ALIANYANG GG. BAHAGIA(STM PGRI);-0.03217503,109.324309
1606;61.71.05.1001;40;JL. WAK DALEK;-0.03233209,109.32627831
1607;61.71.05.1001;41;JL. WAKDALEK DPN RUMAH RT;-0.03233209,109.3262783
1608;61.71.05.1001;42;JL. ALIANYANG MTS 1;-0.0381228,109.3133395
1609;61.71.05.1001;43;JL. PUTRI DARA NANTE GG. NURCAHAYA;-0.0340952,109.3263209
1610;61.71.05.1001;44;JL. PUTRI DARA NANTE GG. NURCAHAYA;-0.03409527,109.3263209
1611;61.71.05.1001;45;JL. PUTRI CANDRAMIDI ,DI HALAMAN AMING;-0.0354367,109.32518218
1612;61.71.05.1001;46;JL. PUTRI CANDRAMIDI GG. SUKA RAME;-0.0357189,109.3262998
1613;61.71.05.1001;47;GG. NUR SALIM NO 9;-0.0305144,109.3200536
1614;61.71.05.1001;48;GG PANCASILA 4 NO 12;-0.0299539,109.3194624
1615;61.71.05.1001;49;JL. ALIANYANG GG. HARAPAN JAYA;-0.0325026,109.3202436
1616;61.71.05.1001;50;JL. ALIANYANG GG. KURNIA NO 36 A ( SEKRETARIAT RT);-0.03113085,109.317991713
1617;61.71.05.1001;51;JL. ALIANYANG GG KURNIA DALAM ( RUMAH PAK TRIWAHYUDIONO;-0.030102,109.317553
1618;61.71.05.1001;52;JL. ALIANYANG GG KURNIA DALAM (RUMAH ALM. PAK HAMZAH);-0.0296944,109.317236
1619;61.71.05.1001;53;JL. HM SUWIGNYO KOMP SUWIGNYO PERMAI 1;-0.0289675,109.3172827
1620;61.71.05.1001;54;JL. H.M SUWIGNYO GG. SUWIGNYO 1 NO 42;-0.0292703,109.3175284
1621;61.71.05.1001;55;JL. GUSTI HAMZAH GG. PANCASILA IV;-0.0299609,109.3190249
1622;61.71.05.1001;56;JL. PUTRI DARA HITAM NO 22 C ( HLM BP SALEH);-0.0332681,109.3226223
1623;61.71.05.1001;57;JL. PUTRI DARA HITAM GG. TANI IV;-0.0311063,109.3206133
1624;61.71.05.1001;58;JL. GUSTI HAMZAH GG. PANCASILA 3 NO 10;-0.028527,109.3218884
1625;61.71.05.1001;59;JL GUSTI HAMZAH GG. PANCASILA 1;-0.03013452,109.3223683
1626;61.71.05.1001;60;JL. PUTRI DARA HITAM GG.TANI 3A NO 50 A;-0.0273047,109.3235674
1627;61.71.05.1001;61;JL. KARIMATA NO 57;-0.0301287,109.3263293
1628;61.71.05.1001;62;JL. KARIMUN NO 3;-0.0331627,109.322927
1629;61.71.05.1001;63;JL. ST ABDURAHMAN GG BUDI SETIA NO 16 A;-0.0333303,109.3225464
1630;61.71.05.1001;64;JL. SULTAN ABDURAHMAN GG. SUKAMULYA NO 32;-0.0403154,109.3261452
1631;61.71.05.1001;65;JL. ST ABDURAHMAN GG. SUKA MULYA NO 54;-0.0385802,109.325606
1632;61.71.05.1001;66;JL. PUTRI CANDRAMIDI GG. SUKA DAMAI NO 17;-0.0378684,109.3263073
1633;61.71.05.1001;67;JL. PUTRI CANDRAMIDI SDN 17;-0.0390008,109.32733307
1634;61.71.05.1001;68;JL. SULTAN ABDURAHMAN GG. BERSAMA NO 33A;-0.0377169,109.3285979
1635;61.71.05.1001;69;JL. PUTRI CANDRAMIDI NO 29 ( DEPAN NASGOR FATIMAH);-0.0385651,109.3275324
1636;61.71.05.1001;70;JL. PUTRI DARA NANTE GG. DUA NO 70;-0.03719487,109.3279452
1637;61.71.05.1001;71;JL. K. H . AHMAD DAHLAN GG DINI NO 16;-0.0333268,109.33108142
1638;61.71.05.1001;72;JL. KHA DAHLAN GG. RUPER 1;-0.0339598,109.330479
1639;61.71.05.1001;73;JL. KHA DAHLAN GG. RUPER 2;-0.03454219,109.3290868
1640;61.71.05.1001;74;JL. KHA DAHLAN GG. WIJAYASARI;-0.03259006,109.32893905
1641;61.71.05.1001;75;JL. WANSAGAF;-0.0319592,109.32853012
1642;61.71.05.1001;76;JL KHA DAHLAN GG. MADRASAH 2 NO 11;-0.0309749,109.3287616
1643;61.71.05.1001;77;JL. KHA DAHLAN GG. JERUK;-0.0239544,109.331095
1644;61.71.05.1001;78;JL. DR SUTOMO GG. KARYA A ( SD N 36 PTK);-0.0466819,109.31667118
1645;61.71.05.1001;79;JL. DR SUTOMO GG. KARYA 2;-0.046350962,109.318796670377
1646;61.71.05.1001;80;JL. DR SUTOMO GG SARIKATON;-0.04727029,109.314143754
1647;61.71.05.1001;81;JL. DR SUTOMO GG KARYA 2B NO 25;-0.04448,109.3176097
1648;61.71.05.1001;82;JL. PROF M YAMIN GG ORDE BARU;-0.0480453,109.31812092
1649;61.71.05.1001;83;JL. DR SUTOMO GG. KARYA 1 NO 26;-0.0306797,109.3034117
1650;61.71.05.1001;84;JL. KARYA 1 GG. MUHAMMADIAH 1;-0.04810800,109.315914396889
1651;61.71.05.1001;85;JL. DR SUTOMO KARYA 1 GG MUHAMMADIYAH 1;-0.04811572,109.315895766265
1652;61.71.05.1001;86;SMA MUHAMMADYAH I;-0.04810433,109.315831056384
1653;61.71.05.1001;87;JL. PROF M YAMIN GG ORDE BARU DALAM;-0.04791482,109.317882301
1654;61.71.05.1001;88;JL. DR SUTOMO GG. SARIKATON DALAM;-0.04741112,109.31411567
1655;61.71.05.1001;89;JL. DR SUTOMO GG. SARIKATON DALAM 3;-0.0469641,109.3136773
1656;61.71.05.1001;90;JL. PGA ( TENGAH TENGAH);-0.0478327,109.31356738
1657;61.71.05.1001;91;JL. PGA NO 44;-0.0457259,109.31048717
1658;61.71.05.1001;92;JL. DANAU SENTARUM GG. NURHADI 1 KOMP SENTARUM MANDIRI 2;-0.0553258,109.3060506
1659;61.71.05.1001;93;JL. M YAMIN GG. SIMPANG EMPAT;-0.0516686,109.3151659
1660;61.71.05.1001;94;JL. PROF M YAMIN GG. KEMUNING GG. SEDERHANA;-0.0516984,109.3137998
1661;61.71.05.1001;95;JL. PROF M YAMIN GG.KEMUNING JALUR 1 NO 36;-0.0527632,109.313971
1662;61.71.05.1001;96;JL. PROG M YAMIN GG. KEMUNING NO 48 A;-0.0503677,109.3133785
1663;61.71.05.1001;97;JL. M YAMIN GG. RAWAMANGUN 1;-0.0506818,109.3148833
1664;61.71.05.1001;98;JL. PGA GG. RAWAMANGUN 3;-0.0514782,109.31438073
1665;61.71.05.1001;99;JL. K.H WAHID HASYIM GG. AMBOTIN;-0.0263053,109.323892
1666;61.71.05.1001;100;JL. K.H HASYIM GG. CIMAHI NO 59;-0.0269159,109.324148
1667;61.71.05.1001;101;JL. KHW HASYIM GG. HAJI SALEH NO 41;-0.0265161,109.325088
1668;61.71.05.1001;102;JL. KHW HASYIM GG SETIA NO 24 ( RUMAH PAK JAMIL);-0.0264843,109.3259991
1669;61.71.05.1001;103;JL. PUTRI DARA HITAM GG. ABADI;-0.027412,109.32541
1670;61.71.05.1001;104;JL. ALIAYANG GG CITARUM NO 52;-0.027581,109.32701
1671;61.71.05.1001;105;JL ALIANYANG GG CIANJUR 2 NO 32;-0.0281415,109.326479626091
1672;61.71.05.1001;106;GG. CANDI AGUNG 3 (DEPAN RUMAH PAK MUHAMMAD);-0.0291599,109.325464
1673;61.71.05.1001;107;GG CANDI AGUNG 2;-0.0284968,109.32524879316
1674;61.71.05.1001;108;JL. PUTRI DARANANTE GG. LANGENSARI;-0.031154,109.3271741
1675;61.71.05.1001;109;JL. ALIANYANG MTS 1;-0.031806,109.3244263
1676;61.71.05.1001;110;JL. GUSTI HAMZAH SD MEKAR;-0.03136,109.3221788
1677;61.71.05.1001;111;JL. ALIANYANG KOMP ASPOL;-0.03202,109.3206365
1678;61.71.05.1001;112;JL. DANSEN JL. SUKA MULYA;-0.04213,109.3101675
1679;61.71.05.1001;113;JL. DANAU SENTARUM GG. RADEMAN;-0.0435903,109.3094739
1680;61.71.05.1001;114;JL. SUTOMO GG. SARIKATON II;-0.0444497,109.31584745
1681;61.71.05.1001;115;JL. DR. SUTOMO KOMP. BATARA INDAH 4;-0.0430837,109.3153579
1682;61.71.05.1001;116;JL. DANAU SENTARUM KOMP KEHUTANAN;-0.0430355,109.3131406
1683;61.71.05.1001;117;JL. DANAU SENTARUM GG. NURHADI 2 NO 15;-0.0442095,109.313408
1684;61.71.05.1001;118;JL. DANAU SENTARUM KOMP. ZAL KHATULISTIWA NO A 11;-0.0549365,109.304169
1685;61.71.05.1001;119;JL. AMPERA (DEPAN RUKO);-0.0567327,109.04431926621
1686;61.71.05.1001;120;JL. AMPERA GG SUKARELA 2 NO 6;-0.0574286,109.3060849
1687;61.71.05.1001;121;JL. AMPERA KOMP CENDANA MULIA JALUR C NO 1;-0.0579122,109.3071558
1688;61.71.05.1001;122;JL. PROF M YAMIN GG. MURNI;-0.0576537,109.3080824
1689;61.71.05.1001;123;JL. ILHAM GG SUKARELA NO 1;-0.0569128,109.3075243
1690;61.71.05.1001;124;JL. ILHAM KOMP ILHAM PERMAI BLOK A NO 9;-0.0555774,109.3057802
1691;61.71.05.1001;125;JL. ILHAM HALAMAN RUKO;-0.05559843,109.3072038
1692;61.71.05.1001;126;JL ILHAM HALAMAN RUKO;-0.0552962,109.3068587
1693;61.71.05.1001;127;JL. AMPERA KOMP ARI KARYA 8;-0.0492867,109.3099483
1694;61.71.05.1001;128;JL. AMPERA KOMP GRAHA AMPERA B 20;-0.0507227,109.301244
1695;61.71.05.1001;129;JL. AMPERA KOMP BALI ASRI;-0.0593781,109.3020601
1696;61.71.05.1001;130;JL. AMPERA KOMP BALI ASRI 1 BLOK E;-0.05917706,109.3021914
1697;61.71.05.1001;131;JL. AMPERA ( SD 42);-0.05964523,109.3064387
1698;61.71.05.1001;132;JL. PROF M YAMIN GG. KELUARGA MELATI;-0.06033394,109.3047498
1699;61.71.05.1001;133;JL. PROF M YAMIN GG. MAWAR;-0.06245851,109.30452678
1700;61.71.05.1001;134;JL. PROF M YAMIN GG. Melati2. No. A22;-0.06245851,109.30452678
1701;61.71.05.1001;135;JL. DANAU SENTARUM (SAMPING SPBU);-0.04494859,109.31040413
1702;61.71.05.1001;136;JL. DANAU SENTARUM GG WONOSOBO NO 10;-0.04390485,109.306925482305
1703;61.71.05.1001;137;JL. DANAU SENTARUM FUTSAL LEBAY;-0.04681447,109.3089265
1704;61.71.05.1001;138;JL. DANAU SENTARUM SAMPING KOMPLEK MITRA UTAMA 5;-0.0332408,109.3227072
1705;61.71.05.1001;139;JL. PGA;-0.0463498,109.311307471415
1706;61.71.05.1001;140;JL. DANAU SENTARUM GG. DANAU FAMILY NO 44;-0.0475854,109.3121934
1707;61.71.05.1001;141;JL. DANAU SENTARUM KOMP SENTARUM SEJAHTERA 1 NO 42 B;-0.0485565,109.3102844
1708;61.71.05.1001;142;JL. DANAU SENTARUM KOMP PALESTIN;-0.04796624,109.310628326886
1709;61.71.05.1001;143;JL. DANAU SENTARUM KOMP ARI KARYA 3 (LAHAN KOSONG);-0.04892759,109.309665572012
1710;61.71.05.1001;144;GG. SENTARUM SEJAHTERA 2 NO D34;-0.0449192,109.3066527
1711;61.71.05.1001;145;JL. DANAU SENTARUM GG. MUFAKAT;-0.0470412,109.3077542
1712;61.71.05.1001;146;JL. DANAU SENTARUM ( DEPAN REFLEKSI);-0.0542731,109.3046495
1713;61.71.05.1001;147;JL. PAK BENCENG NO 2;-0.0510684,109.30671775
1714;61.71.05.1001;148;JL. DANAU SENTARUM KOMP DANAU ASRI NO 24B;-0.0501562,109.309418
1715;61.71.05.1001;149;JL. DANAU SENTARUM GG. HIDAYATULLAH NO 1;-0.0522958,109.306002
1716;61.71.05.1001;150;JL. DANAU SENTARUM GG PAK MAJID 1;-0.0481024,109.306757
1717;61.71.05.1001;151;JL.DANAU SENTARUM KOMP SENTARUM SEJAHTERA 3;-0.0495998,109.305409
1718;61.71.05.1001;152;JL. DANAU SENTARUM GG. PAK MAJID 3 NO 11;-0.0474236,109.3054499
1719;61.71.05.1001;153;JL. DANAU SENTARUM GG. BERSAMA;-0.0492283,109.3062897
1720;61.71.05.1001;154;GG. SILIWANGI;-0.0411725,109.317933161012
1721;61.71.05.1001;155;JL. P. NATAKUSUMA GG. LESTARI;-0.0387858,109.3178902
1722;61.71.05.1001;156;JL. PANGERAN NATAKUSUMA GG. SEKOLAH;-0.0395849,109.3175806
1723;61.71.05.1001;157;JL. M YAMIN GG. MORODADI 1 NO 11;-0.0528362,109.3132852
1724;61.71.05.1001;158;JL. M YAMIN GG. MORODADI 2;-0.053069,109.3121027
1725;61.71.05.1001;159;JL. PROF M YAMIN GG. MORODADI 3 NO 17;-0.05308,109.3130937
1726;61.71.05.1001;160;JL. PROF M YAMIN GG MORODADI 4 NO 17;-0.05120106,109.3116664
1727;61.71.05.1001;161;JL. PAK BENCENG GG. MORODADI 5 JALUR 1;-0.05214589,109.3094349
1728;61.71.05.1001;162;JL. PROF M YAMIN GG. USAHA BARU 2;-0.05587066,109.3091657
1729;61.71.05.1001;163;JL. PAK BENCENG GG. JAMBU MENTE 1 NO 36;-0.05491981,109.3099188
1730;61.71.05.1001;164;GG. RENCANA ( SD MIS ALIKHWAH);-0.03827284,109.318991841205
1731;61.71.05.1001;165;GG. SAMARUKUN ( SD MIS ALIKHWAH);-0.0736623,109.2987303
1732;61.71.05.1001;166;GG. SAMARUKUN ( SD MIS ALIKHWAH);-0.03834201,109.31890857
1733;61.71.05.1001;167;JL DANAU SENTARUM (SMKN 1);-0.04212984,109.31205946
1734;61.71.05.1002;1;JL. ST MUHAMMAD ( PUSAT PERBELANJAAN KAPUAS BESAR );-0.0253956006  ,  109.343991047
1735;61.71.05.1002;2;RUKO JL. NGURAH RAI;-0.02396157191  ,  109.342417262
1736;61.71.05.1002;3;JL. SISINGAMANGARAJA ( YAYASAN BUDI PANJANG );-0.02709168465  ,  109.340045435
